engagement_id,client_name,client_industry,engagement_type,practice_area,region,start_date,end_date,duration_weeks,team_size,contracted_hours,actual_hours,scope_overrun_pct,avg_billing_rate_gbp,contracted_revenue_gbp,direct_cost_gbp,overhead_cost_gbp,total_cost_gbp,actual_cost_gbp,contracted_margin_gbp,contracted_margin_pct,actual_margin_gbp,actual_margin_pct,client_satisfaction_score,is_repeat_client
ENG-0434,Horizon International,Manufacturing,Market Entry,Strategy & Growth,London,2023-04-27,2023-06-22,8,5,136.0,152.0,11.5,248.0,33633.0,18265.0,2011.0,20277.0,21915.0,13357.0,39.7,11718.0,34.8,7.5,0
ENG-0435,Sterling Capital,Retail & Consumer,Operating Model Design,Financial Advisory,London,2024-04-22,2024-09-09,20,5,278.0,331.0,18.9,243.0,67658.0,37549.0,3650.0,41199.0,46649.0,26459.0,39.1,21010.0,31.1,7.3,0
ENG-0436,Pinnacle Enterprises,Manufacturing,Customer Experience,Strategy & Growth,Edinburgh,2024-09-23,2024-11-18,8,3,70.0,70.0,0.0,301.0,21097.0,11242.0,1125.0,12367.0,12367.0,8729.0,41.4,8729.0,41.4,7.7,1
ENG-0437,Zenith Solutions,Healthcare & Pharma,Regulatory Compliance,Financial Advisory,Edinburgh,2023-05-19,2023-07-28,10,4,110.0,138.0,25.1,279.0,30697.0,15360.0,1836.0,17197.0,20220.0,13500.0,44.0,10477.0,34.1,6.2,0
ENG-0438,Pinnacle Industries,Financial Services,Market Entry,Financial Advisory,Edinburgh,2024-04-14,2024-08-04,16,2,102.0,109.0,6.3,248.0,25362.0,13575.0,1373.0,14948.0,15611.0,10414.0,41.1,9752.0,38.4,9.6,1
ENG-0439,Atlas Corp,Technology,Market Entry,Operations & Supply Chain,Edinburgh,2023-12-10,2024-01-21,6,6,158.0,165.0,4.0,256.0,40489.0,21159.0,2084.0,23244.0,23892.0,17246.0,42.6,16597.0,41.0,6.7,0
ENG-0440,Crest Capital,Technology,Strategic Review,Operations & Supply Chain,London,2023-10-02,2023-12-25,12,3,104.0,115.0,10.3,240.0,24954.0,13470.0,1463.0,14933.0,16012.0,10022.0,40.2,8943.0,35.8,6.4,0
ENG-0441,Monarch Ltd,Healthcare & Pharma,Operating Model Design,Technology & Digital,Manchester,2024-09-19,2024-12-12,12,3,108.0,108.0,0.0,254.0,27304.0,14471.0,1188.0,15659.0,15659.0,11645.0,42.6,11645.0,42.6,8.3,1
ENG-0442,Horizon Capital,Technology,Supply Chain Redesign,Financial Advisory,London,2024-10-05,2024-11-16,6,4,103.0,115.0,11.3,291.0,30069.0,15536.0,1616.0,17153.0,18515.0,12916.0,43.0,11554.0,38.4,7.0,0
ENG-0443,Pinnacle Group,Telecommunications,Digital Transformation,People & Organisation,Edinburgh,2023-05-04,2023-09-21,20,4,248.0,248.0,0.0,250.0,61999.0,32745.0,2987.0,35732.0,35732.0,26267.0,42.4,26267.0,42.4,8.8,0
ENG-0444,Ironbridge Holdings,Manufacturing,Regulatory Compliance,Strategy & Growth,Manchester,2023-11-07,2024-02-27,16,6,301.0,328.0,9.0,271.0,81421.0,40329.0,5187.0,45516.0,48390.0,35906.0,44.1,33031.0,40.6,9.3,0
ENG-0445,Astra Ltd,Telecommunications,Process Optimisation,People & Organisation,London,2023-01-16,2023-03-13,8,4,112.0,145.0,30.0,222.0,24738.0,11838.0,1511.0,13349.0,16148.0,11390.0,46.0,8590.0,34.7,6.6,0
ENG-0446,Meridian Partners,Financial Services,Process Optimisation,People & Organisation,Bristol,2024-07-12,2024-11-01,16,2,126.0,126.0,0.0,222.0,28060.0,14571.0,2092.0,16663.0,16663.0,11398.0,40.6,11398.0,40.6,9.5,0
ENG-0447,Ember Corp,Telecommunications,Customer Experience,Technology & Digital,Bristol,2024-05-29,2025-01-08,32,3,429.0,429.0,0.0,264.0,113395.0,60073.0,8631.0,68704.0,68704.0,44690.0,39.4,44690.0,39.4,7.1,1
ENG-0448,Sentinel Partners,Manufacturing,Strategic Review,People & Organisation,Manchester,2023-06-30,2023-08-11,6,4,85.0,95.0,11.6,259.0,22111.0,11101.0,1242.0,12343.0,13349.0,9768.0,44.2,8761.0,39.6,6.9,1
ENG-0449,Vertex Ltd,Healthcare & Pharma,Market Entry,Operations & Supply Chain,Birmingham,2023-05-17,2023-06-14,4,4,49.0,49.0,0.0,253.0,12445.0,6451.0,597.0,7048.0,7049.0,5397.0,43.4,5397.0,43.4,8.2,1
ENG-0450,Vertex International,Healthcare & Pharma,Cost Reduction,Strategy & Growth,Manchester,2023-09-10,2023-11-19,10,4,158.0,158.0,0.0,325.0,51432.0,27692.0,2331.0,30023.0,30023.0,21409.0,41.6,21409.0,41.6,8.0,1
ENG-0451,Crest PLC,Retail & Consumer,Regulatory Compliance,Strategy & Growth,Birmingham,2024-09-26,2024-11-21,8,3,106.0,111.0,5.4,244.0,25794.0,13359.0,1576.0,14935.0,15504.0,10859.0,42.1,10290.0,39.9,7.4,0
ENG-0452,Cascade Systems,Manufacturing,Customer Experience,Financial Advisory,London,2023-12-20,2024-07-31,32,10,1002.0,1155.0,15.3,277.0,277208.0,134794.0,17670.0,152464.0,168762.0,124744.0,45.0,108446.0,39.1,7.4,0
ENG-0453,Meridian Partners,Telecommunications,Digital Transformation,Strategy & Growth,London,2023-04-08,2023-11-18,32,10,1253.0,1385.0,10.5,273.0,342147.0,178192.0,18646.0,196838.0,211329.0,145310.0,42.5,130818.0,38.2,7.4,0
ENG-0454,Apex Enterprises,Manufacturing,Cost Reduction,Operations & Supply Chain,Edinburgh,2024-06-27,2024-07-25,4,5,58.0,68.0,17.0,228.0,13245.0,6733.0,809.0,7543.0,8442.0,5702.0,43.1,4802.0,36.3,8.6,0
ENG-0455,Pinnacle Holdings,Technology,Digital Transformation,Financial Advisory,Manchester,2024-08-27,2025-01-14,20,5,400.0,479.0,19.7,280.0,112086.0,58252.0,4778.0,63030.0,71741.0,49056.0,43.8,40345.0,36.0,7.3,0
ENG-0456,Cobalt Partners,Financial Services,Operating Model Design,Technology & Digital,London,2024-03-29,2024-04-26,4,8,103.0,129.0,24.5,265.0,27413.0,14926.0,1331.0,16257.0,19049.0,11156.0,40.7,8364.0,30.5,6.5,0
ENG-0457,Ember International,Financial Services,Process Optimisation,Operations & Supply Chain,Edinburgh,2024-08-29,2024-11-07,10,6,264.0,264.0,0.0,235.0,61819.0,36300.0,5018.0,41318.0,41318.0,20501.0,33.2,20501.0,33.2,8.1,0
ENG-0458,Ember Solutions,Manufacturing,Customer Experience,Technology & Digital,London,2023-03-28,2023-04-25,4,6,100.0,107.0,6.4,243.0,24365.0,13239.0,1633.0,14872.0,15543.0,9493.0,39.0,8823.0,36.2,8.9,1
ENG-0459,Atlas Ltd,Public Sector,Regulatory Compliance,Financial Advisory,Manchester,2024-08-13,2024-10-22,10,3,95.0,112.0,17.5,259.0,24695.0,12659.0,1839.0,14498.0,16277.0,10197.0,41.3,8418.0,34.1,6.6,0
ENG-0460,Helix Corp,Public Sector,Operating Model Design,Financial Advisory,London,2024-07-16,2024-11-05,16,3,143.0,143.0,0.0,265.0,37935.0,20852.0,1766.0,22618.0,22618.0,15317.0,40.4,15317.0,40.4,6.7,1
ENG-0461,Vertex Solutions,Healthcare & Pharma,Digital Transformation,People & Organisation,London,2024-09-20,2024-11-01,6,2,40.0,51.0,26.5,207.0,8280.0,4495.0,387.0,4883.0,5790.0,3397.0,41.0,2490.0,30.1,5.6,1
ENG-0462,Vertex Systems,Energy & Utilities,Customer Experience,Technology & Digital,Edinburgh,2024-01-11,2024-06-27,24,2,189.0,193.0,2.5,235.0,44383.0,23572.0,2119.0,25691.0,26149.0,18691.0,42.1,18234.0,41.1,7.4,0
ENG-0463,Sentinel Corp,Energy & Utilities,Data Strategy,Financial Advisory,Edinburgh,2023-10-01,2023-12-10,10,6,264.0,324.0,22.6,327.0,86575.0,46216.0,4131.0,50346.0,58298.0,36229.0,41.8,28277.0,32.7,9.0,0
ENG-0464,Sentinel Industries,Financial Services,Workforce Transformation,Financial Advisory,Edinburgh,2024-02-16,2024-07-05,20,5,392.0,392.0,0.0,264.0,103648.0,56778.0,5030.0,61808.0,61808.0,41840.0,40.4,41840.0,40.4,7.7,0
ENG-0465,Horizon Holdings,Technology,Customer Experience,Strategy & Growth,Edinburgh,2023-12-29,2024-01-26,4,8,111.0,128.0,15.1,302.0,33441.0,17157.0,1838.0,18996.0,21007.0,14445.0,43.2,12434.0,37.2,8.3,0
ENG-0466,Atlas Corp,Healthcare & Pharma,Data Strategy,Operations & Supply Chain,Birmingham,2023-04-11,2023-08-01,16,3,147.0,147.0,0.0,253.0,37122.0,19282.0,2877.0,22159.0,22159.0,14962.0,40.3,14962.0,40.3,7.9,0
ENG-0467,Astra International,Healthcare & Pharma,Cost Reduction,Technology & Digital,London,2023-12-28,2024-05-16,20,3,259.0,276.0,6.5,331.0,85627.0,44978.0,5479.0,50456.0,52760.0,35170.0,41.1,32867.0,38.4,8.3,0
ENG-0468,Nexus Ltd,Manufacturing,Customer Experience,People & Organisation,Edinburgh,2023-11-15,2024-01-10,8,10,227.0,251.0,10.4,254.0,57781.0,29983.0,3774.0,33756.0,36208.0,24024.0,41.6,21573.0,37.3,6.8,0
ENG-0469,Meridian PLC,Healthcare & Pharma,Cost Reduction,Operations & Supply Chain,Manchester,2023-02-15,2023-04-26,10,5,149.0,149.0,0.0,212.0,31658.0,17481.0,2419.0,19899.0,19899.0,11759.0,37.1,11759.0,37.1,7.0,0
ENG-0470,Sterling Solutions,Telecommunications,M&A Due Diligence,People & Organisation,Edinburgh,2023-12-14,2024-02-08,8,4,137.0,175.0,27.8,242.0,33099.0,17120.0,2160.0,19280.0,23027.0,13820.0,41.8,10072.0,30.4,5.3,1
ENG-0471,Astra Ltd,Manufacturing,Strategic Review,Operations & Supply Chain,London,2024-10-04,2025-01-24,16,6,371.0,381.0,2.6,262.0,97072.0,48334.0,5144.0,53478.0,54460.0,43595.0,44.9,42612.0,43.9,7.6,1
ENG-0472,Zenith Systems,Healthcare & Pharma,Data Strategy,Technology & Digital,Bristol,2024-08-17,2024-12-07,16,3,160.0,160.0,0.0,254.0,40597.0,21663.0,2060.0,23723.0,23723.0,16874.0,41.6,16874.0,41.6,8.5,0
ENG-0473,Pinnacle Group,Healthcare & Pharma,M&A Due Diligence,Operations & Supply Chain,London,2023-03-14,2023-07-04,16,3,176.0,191.0,8.7,255.0,44788.0,22207.0,1969.0,24176.0,25640.0,20612.0,46.0,19148.0,42.8,8.2,1
ENG-0474,Monarch Ltd,Telecommunications,Cost Reduction,Operations & Supply Chain,Manchester,2023-01-22,2023-04-16,12,3,102.0,102.0,0.0,209.0,21354.0,10565.0,1223.0,11787.0,11787.0,9567.0,44.8,9567.0,44.8,9.9,1
ENG-0475,Atlas Ltd,Retail & Consumer,Process Optimisation,Technology & Digital,London,2023-12-07,2024-02-29,12,5,269.0,269.0,0.0,272.0,73211.0,38691.0,3992.0,42683.0,42683.0,30529.0,41.7,30529.0,41.7,8.5,0
ENG-0476,Monarch Corp,Energy & Utilities,Process Optimisation,People & Organisation,London,2023-05-01,2023-07-24,12,2,81.0,81.0,0.0,264.0,21271.0,11377.0,1226.0,12602.0,12602.0,8669.0,40.8,8669.0,40.8,8.0,1
ENG-0477,Nexus Group,Energy & Utilities,Market Entry,People & Organisation,London,2024-03-10,2024-05-05,8,6,160.0,197.0,22.7,249.0,39999.0,20225.0,2037.0,22261.0,25806.0,17738.0,44.3,14193.0,35.5,5.8,0
ENG-0478,Monarch Capital,Healthcare & Pharma,Market Entry,Strategy & Growth,Manchester,2024-02-11,2024-03-24,6,3,63.0,71.0,11.9,275.0,17408.0,8030.0,864.0,8893.0,9633.0,8515.0,48.9,7775.0,44.7,6.6,0
ENG-0479,Zenith Enterprises,Telecommunications,Operating Model Design,People & Organisation,Bristol,2023-06-18,2023-08-13,8,3,96.0,96.0,0.0,226.0,21637.0,10771.0,1290.0,12060.0,12060.0,9577.0,44.3,9577.0,44.3,7.7,0
ENG-0480,Horizon Partners,Telecommunications,Customer Experience,People & Organisation,London,2023-10-02,2023-12-11,10,2,56.0,62.0,9.9,220.0,12340.0,6278.0,634.0,6912.0,7391.0,5428.0,44.0,4949.0,40.1,8.0,0
